	Genes	Var_Importance	logFC	AveExpr	t	P.Value	adj.P.Val	B
162	DENND1B	17.1554782328709	-0.808788715108299	-0.0357559394042774	-3.7047790593658	0.00033686350525653	0.00105747358093416	-0.541554907991438
218	FPR1	17.1554782328709	-0.768580223067298	0.161255610206016	-3.96368733525874	0.000133576621252943	0.000454459007503028	0.331082686610323
190	ERN1	17.1554782328709	-0.761707244123501	0.0209593914353334	-3.99244725198424	0.000120232304177345	0.000418408418537162	0.430735013978243
300	IL7	17.1554782328709	-0.75625268140948	0.185513887121727	-3.81442686244697	0.000228820931786137	0.000741233763073179	-0.177438417253966
26	APOBEC3D	17.1554782328709	-0.755458354640221	0.167486807938882	-4.52788293049556	1.55451060221678e-05	7.01257005000012e-05	2.37939286203961
430	PLA2G2D	17.1554782328709	-0.753097834532054	0.232994401387233	-5.1954070949162	9.84926347047348e-07	6.12061372807995e-06	5.03363881279063
309	IRF8	17.1554782328709	-0.740706137979391	0.19872223893855	-5.19628057345781	9.81242623466346e-07	6.12061372807995e-06	5.03725900063957
328	KLRG1	17.1554782328709	-0.740637020362924	0.00605366725898331	-3.68044205962951	0.000366684627490477	0.00114518429816257	-0.621266092631561
203	FCGR1B	17.1554782328709	-0.72907820999998	0.182437706705477	-3.59322596168515	0.000495425486614747	0.00146463165703098	-0.903573551973409
449	PRKCQ	17.1554782328709	-0.724989334959529	0.137443663901287	-4.19191203499578	5.71776063848635e-05	0.000217632264302387	1.13631005579007
144	CTLA4	17.1554782328709	-0.710402292209234	0.260697972258412	-4.53600532189768	1.50519237501122e-05	6.89219666452505e-05	2.41025838261835
533	SPIB	17.1554782328709	-0.695978078271509	0.0817220856971061	-3.6164813173492	0.000457443107093107	0.00137119971551632	-0.828814451014394
379	MRC1	17.1554782328709	-0.6781145145952	0.176388980227698	-3.46426589334342	0.000766195181477882	0.00217029239776758	-1.3112403898988
155	CXCL5	17.1554782328709	-0.67563631188486	-0.0121445333086784	-2.93516427197017	0.00408147883232816	0.0101453902403586	-2.85602013373461
296	IL4I1	17.1554782328709	-0.665510756084552	0.16162754861754	-3.38119296242911	0.00100885906728116	0.00278037747879393	-1.56756113907631
260	HLA-DQB2	17.1554782328709	-0.655687915757607	0.100226594523487	-3.58183851026328	0.000515093987028757	0.00150206853549257	-0.940043214004529
192	ETV7	17.1554782328709	-0.653595009397178	0.179185781451563	-3.1715136664276	0.00197945927173169	0.00520799328098031	-2.19202184016598
102	CD6	17.1554782328709	-0.648003454596891	0.103248582110116	-4.51299992469307	1.64896143206221e-05	7.27407726742216e-05	2.32293362969092
339	LCK	17.1554782328709	-0.64614279786452	0.156690132262323	-4.85226249847679	4.17857182485212e-06	2.15656800113131e-05	3.64029002092537
111	CD8B	17.1554782328709	-0.633726096982743	0.0923385465938797	-3.66831626696525	0.00038246098525843	0.00118347840689385	-0.660830239054445
41	BCL2A1	17.1554782328709	-0.631928562040371	0.236128072280505	-2.8185072270257	0.00574970924540321	0.0135764837367286	-3.16766667791406
367	MARCO	17.1554782328709	-0.631402354720805	0.301568782757858	-3.18989155840325	0.00186812931147713	0.00496808188074049	-2.13859987335825
346	LILRA5	17.1554782328709	-0.630464445480419	0.189678066195805	-3.09082918024729	0.00254522511333019	0.00662411151289781	-2.42352932382638
440	POU2AF1	17.1554782328709	-0.620210435487318	0.133835704743521	-3.58716310423926	0.000505807169292053	0.00148809935313459	-0.923001855671931
421	PDCD1	17.1554782328709	-0.616555510559244	0.217149303486639	-3.9034941079708	0.000166228239791973	0.000553185781602794	0.124249109256143
87	CD247	17.1554782328709	-0.613056612795467	0.191615874293824	-4.71133247458476	7.44294410251127e-06	3.65544593421723e-05	3.08547081849768
608	ZNF683	17.1554782328709	-0.61163282080243	0.205561300097769	-3.64010714486849	0.000421687829646681	0.00129049190077803	-0.752479462909895
448	PRKCA	17.1554782328709	-0.605761661159501	-0.105558521185638	-2.94235531087587	0.00399490065031474	0.00997087908213803	-2.83645711091123
50	BST1	17.1554782328709	-0.600801929508565	0.0302836577111477	-2.86039878534996	0.00508963374632622	0.0122999482202884	-3.05699888876816
274	IFI44L	17.1554782328709	-0.600590527436815	0.193863806033236	-2.97531142885183	0.0036193357123519	0.00914595621917971	-2.74628188849424
590	VAV1	17.1554782328709	-0.596574732244953	0.23100504760213	-4.21468011920351	5.24504551558831e-05	0.000202166627784385	1.21842293366957
259	HLA-DQA2	17.1554782328709	-0.582293295341194	0.198372835073012	-3.03335645002857	0.0030360176907431	0.00786780754750019	-2.58539698831189
222	FUT7	17.1554782328709	-0.58200159900522	0.133700996775008	-3.24696879290372	0.00155844910511703	0.00418103746703203	-1.97106598971411
35	BACH2	17.1554782328709	-0.578536935598239	-0.0882715050858863	-2.74075156526236	0.00718608998837699	0.0166822280705228	-3.36934446331151
27	APOBEC3F	17.1554782328709	-0.577542591142343	0.0799624154970546	-2.76164516997957	0.00677103831245823	0.0157990893957359	-3.31563130605531
599	WT1	17.1554782328709	-0.576621920128411	-0.0117957332535262	-2.66375480043521	0.00892318525035144	0.0202769396174031	-3.56422200382312
116	CENPA	17.1554782328709	-0.573476975923426	0.0335579709237784	-2.30343660652146	0.0231891743889519	0.0460006749279209	-4.41065026319316
439	POLR3G	17.1554782328709	-0.552007854496866	-0.0545553440554636	-2.52627417081532	0.0129933130996546	0.0280600272258499	-3.90005043027308
276	IGF2BP2	17.1554782328709	-0.547731721441042	0.0624637700295169	-2.51982726347505	0.0132197777791024	0.0284482143726974	-3.91541259475084
594	VSIG4	17.1554782328709	-0.546667863963054	0.205517886446222	-2.66613722449011	0.00886418181945793	0.0202183023522467	-3.55826476926768
495	SELE	17.1554782328709	-0.523621531366366	0.09778544051904	-2.39372100521668	0.0184208506767183	0.0371466823249055	-4.20886713607066
145	CTSW	17.1554782328709	-0.51597735196892	0.122049222281371	-2.95241592156849	0.00387660927738047	0.00975559937985416	-2.8090193284871
98	CD3E	17.1554782328709	-0.508732812890697	0.250210778674913	-4.34531341265887	3.17898502841817e-05	0.000128212045185872	1.69561847935008
509	SIT1	17.1554782328709	-0.503109483409101	0.241421453540597	-4.00288139818922	0.000115713806108314	0.000404998321379101	0.467020550842251
12	ADORA2A	17.1554782328709	-0.495467302062653	0.0842213625243723	-2.43360048124434	0.0166074208628114	0.0342430521553546	-4.11752047263768
88	CD27	17.1554782328709	-0.4937093802643	0.230287466891202	-3.47543263075691	0.000738120923952817	0.00210054038638909	-1.27640699695909
134	CP	17.1554782328709	-0.492768329009063	0.0523031962613116	-2.39017801275224	0.0185901635452951	0.0372797232909544	-4.21691714359538
236	GIMAP7	17.1554782328709	-0.480872624901828	0.146143430604917	-3.12992656711133	0.00225457074797508	0.00589284800650996	-2.3119661889115
82	CD1E	17.1554782328709	-0.472417413129793	0.129756789044959	-2.56704793010469	0.0116399016668983	0.0255909751449135	-3.80208726974155
105	CD72	17.1554782328709	-0.458244470613705	0.0812505090684312	-2.28861801642443	0.0240679582263901	0.0475889174021805	-4.4430999269346
106	CD79A	17.1554782328709	-0.457736998762226	0.147015381990631	-2.63619181501561	0.00963214263362289	0.0215660840583689	-3.63280401263977
478	RIPK3	17.1554782328709	-0.450531697875566	0.159240593504505	-2.5449758658346	0.0123559259164993	0.0268741388683859	-3.85528994410317
206	FCN1	17.1554782328709	-0.425912886349993	0.18873352230446	-2.64135401025527	0.00949560830956996	0.0213388393377421	-3.62000703614276
602	ZAP70	17.1554782328709	-0.407303427278765	0.219323042903195	-2.92864978044056	0.00416139894798957	0.0103019998346571	-2.87370751504486
595	WAS	17.1554782328709	-0.405436567188373	0.167050320930253	-2.71044421488731	0.00782937387387302	0.0179927875063723	-3.44662882796015
158	CXCR5	17.1554782328709	-0.398126760833623	0.159983568548842	-2.59971193797036	0.0106486710677323	0.0236680316797407	-3.72261016291916
95	CD37	17.1554782328709	-0.389190256965718	0.15937015180313	-2.88301020714335	0.0047629369900167	0.0116025145076807	-2.99668360550264
442	POU2F2	17.1554782328709	-0.383748988523987	0.138943109148821	-2.27936402048089	0.024631481950714	0.0483889435741447	-4.46326804578193
380	MS4A1	17.1554782328709	-0.381197525806074	0.174435107044474	-2.28681740580957	0.0241767100639006	0.0476492441065225	-4.44702997133991
207	FCN3	17.1554782328709	0.465340596329054	0.0800399054967513	2.27733232607615	0.0247567430359693	0.0484786382922999	-4.46768599616208
201	FBLN7	17.1554782328709	0.490233911125392	-0.0990621085248419	2.49524359184332	0.0141161667378357	0.0301640194503225	-3.97367256711202
53	BTNL9	17.1554782328709	0.527073323052016	0.0627862980685045	2.43029391684285	0.0167514963411094	0.0343490278509617	-4.12514574568691
461	PTK6	17.1554782328709	0.545111360314632	0.0599648797864393	2.41493281746944	0.0174355124481335	0.035631634499709	-4.16044832542032
485	S100A7	17.1554782328709	0.545775334770295	0.151510452386416	2.39895788953001	0.0181730963877466	0.0368913856671256	-4.19694885544316
540	SYP	17.1554782328709	0.556824682446288	-0.0232253166221628	2.55944444643027	0.011882233073288	0.0260297839627064	-3.82046060375774
582	TSPAN7	17.1554782328709	0.560054987915502	-0.160098231162142	2.83438662940962	0.00549079651319845	0.0131133140256387	-3.1258819839089
171	DUSP4	17.1554782328709	0.56291711327432	0.00819649553571413	2.71330078010882	0.00776658205590351	0.017916092697141	-3.43937642125752
520	SLC44A4	17.1554782328709	0.567599866923419	-0.014542281430086	2.58231014858341	0.0111668539400028	0.0246399059763105	-3.76506194021142
443	PPARG	17.1554782328709	0.600522735535515	0.0300872028351131	2.83887775525832	0.00541952956708071	0.0129940689226463	-3.11402755049634
15	ADSSL1	17.1554782328709	0.610027295043957	-0.0763125355718717	2.94836735027696	0.00392381847987761	0.00983376730142165	-2.82007034030078
33	AZGP1	17.1554782328709	0.659960856456582	0.125067350698809	3.38245641626288	0.00100468045830619	0.00278037747879393	-1.56370016262162
227	GATA2	17.1554782328709	0.661226656901202	-0.0394328349327142	3.24885939209865	0.00154906239099215	0.00417424334563814	-1.96547497708324
469	RAPGEF3	17.1554782328709	0.795883414708896	0.0626926608680516	3.61529115453559	0.000459318131305959	0.00137119971551632	-0.832649614707439
38	BBC3	17.1554782328709	0.896202684937471	0.0266461914240044	4.41967069485537	2.3806025564268e-05	9.99853073699257e-05	1.97177423524973
135	CR1	16.9291043453295	-0.602269806545501	0.0446783053854774	-2.97988906585693	0.00356982493364017	0.00905843076911192	-2.73368922819867
437	PLXNC1	16.727977548171	-1.16631736223086	0.109035549150996	-6.35527452898556	5.21798098041623e-09	5.38601765605675e-08	10.1238254790047
220	FRK	16.3598326425292	-0.60901958421801	-0.0171367625473325	-2.81839286161056	0.00575161379979637	0.0135764837367286	-3.16796688412513
376	MMP7	16.2862619112896	-0.820052861422639	0.0539958692069099	-3.95919992614326	0.000135782321968599	0.00045939685599376	0.315582065329001
252	HFE	14.5757457902349	-0.666295211884742	0.0605652323094528	-3.45988256777994	0.000777487616461984	0.00219208314085809	-1.32488929055828
350	LILRB3	14.5747090969564	-0.731671476861123	0.213593691253685	-3.97189881595757	0.000129628758730612	0.000443505135207542	0.359480861903377
456	PSTPIP1	13.8608870076904	-0.406332797658663	0.168186596880883	-2.47299520616486	0.0149738870633256	0.0315539696247934	-4.02596033365007
24	APOBEC3B	10.9351659660448	-0.886046835030576	0.0971283245941433	-4.02073594308635	0.000108356148577556	0.000381438696437755	0.52927282303367
247	GZMB	10.9351659660448	-0.777656159138609	0.185136117422783	-4.54398090430154	1.45823927986719e-05	6.77914291174898e-05	2.44060229447594
283	IL18R1	10.9351659660448	-0.757290327383122	0.0474511124254642	-3.75748457320116	0.000279977655433791	0.000888054125829055	-0.367544550864827
208	FCRL5	10.9351659660448	-0.755130016221554	0.144456596369091	-4.48987699080686	1.80679687760932e-05	7.80382481180194e-05	2.23546581135186
482	RSAD2	10.9351659660448	-0.662015856453635	0.201977423244909	-3.29008156915777	0.00135706824170068	0.00370607425648304	-1.84290909359958
211	FGD2	10.9351659660448	-0.630663048741239	0.179047999011373	-3.89264662736728	0.000172870066389179	0.000572162339298966	0.0872268455088232
303	INHBA	10.9351659660448	-0.619363970655447	0.0679632286139877	-2.81038765014724	0.00588636871659807	0.0138409210363252	-3.18895429839145
161	DEFB1	10.9351659660448	0.514018519526956	0.0787341964157337	2.47532313067601	0.0148820094746292	0.0314692492015596	-4.02050881568761
239	GPR35	10.9351659660448	0.552009294464088	0.0552997980531708	2.32153673963779	0.0221542074312017	0.0440912167503328	-4.37075777846082
17	AGER	10.9351659660448	0.631379916293277	-0.0573478620077977	3.00029048693493	0.00335667336773036	0.00866192407181266	-2.67736800561649
553	TLR3	10.9351659660448	-0.870057911696513	0.128611415487724	-4.37292671196491	2.85625858689924e-05	0.000117531181042003	1.79779257704097
329	KLRK1	10.9351659660448	-0.682658575517823	0.20203075283862	-4.96077550538671	2.66150107872674e-06	1.43438420968547e-05	4.0745524884522
545	TDO2	10.9351659660448	-0.51858855133761	0.0909491443855035	-2.55151890234995	0.012139648607377	0.0264983727666401	-3.83956091049061
78	CCR7	10.9351659660448	-0.460931022989866	0.202967158155137	-3.26159310322019	0.00148720262420837	0.00402536176952398	-1.92774859630272
506	SIGLEC8	10.9351659660448	-0.454199284535449	0.168594462311818	-2.39429494087777	0.0183935525729272	0.0371466823249055	-4.20756209388969
237	GNLY	10.9351659660448	-0.437447811005099	0.21026001500221	-2.64574690264746	0.00938080225174359	0.0211589206344883	-3.6090998675854
537	SUSD2	10.9351659660448	0.513039778890538	0.115983658746118	2.46524894995872	0.0152832723570009	0.0319845802935174	-4.04406755465866
592	VIPR1	10.9351659660448	1.07670885998822	-0.063158589995	4.90565846839669	3.34916065993298e-06	1.75830934646481e-05	3.85322276121978
238	GPR146	10.6215062579783	0.81348063836022	-0.122369832117985	3.78891148795305	0.000250534897134645	0.000803030275552624	-0.262892552433991
246	GZMA	9.2466773298702	-0.659960418352859	0.197234064946156	-4.40358985130856	2.53489783696464e-05	0.00010509749871655	1.91177703199167
114	CEACAM1	8.39367561331803	-0.530311860279607	0.00691545875029623	-2.48174226520384	0.0146312656469325	0.0311553873390975	-4.00545286873508
77	CCR6	8.16425063613565	-0.779924978929998	0.103821485901981	-5.14481092378686	1.22297384034993e-06	7.34114469515498e-06	4.82455832658412
18	AGR2	8.15558498077592	0.611064944042201	0.0717097983680359	2.79647844454176	0.00612738854210128	0.0143522293159218	-3.2252979979161
445	PPARGC1B	4.71485369921866	-0.678632008431833	0.0479871792650667	-2.98287480558777	0.00353786922998484	0.00901490527640489	-2.72546691449829
3	ACAP1	4.71485369921866	-0.394847857552789	0.210155509158949	-2.99501307054874	0.00341065475251736	0.00876408752862057	-2.69196821488365
34	B3GAT1	4.71485369921866	0.525194038594853	0.0713633915891564	2.40528331865783	0.0178777921081513	0.0364132956316526	-4.18252208161882
349	LILRB2	4.71485369921866	-0.853789518511717	0.206941887242075	-5.04456930754395	1.87154823721122e-06	1.03615716041967e-05	4.41397035180206
418	P2RY14	4.71485369921866	-0.763600899168546	0.0375000125131465	-4.32333025021339	3.46075304342212e-05	0.000137751542708763	1.61459953322378
463	PTX3	4.71485369921866	-0.555690063984183	-0.138370166672918	-2.47758936465224	0.0147930508521241	0.0313901322959706	-4.01519737600597
181	EGR3	4.71485369921866	0.52878120803471	0.0386667118500181	2.47067527080896	0.0150659531141932	0.0316385015398058	-4.03138859652451
321	KCNQ1	4.71485369921866	0.633946470124971	0.0176307395937917	2.90120414577638	0.00451416203771305	0.0110406613693464	-2.94785730480915
576	TRIL	2.66751236286867	0.843158199592182	0.0267417976766689	4.14844016967968	6.73637742385798e-05	0.000251684285345369	0.980414548342194
197	F2RL3	2.13554580516798	0.873259295500161	0.0118805302978764	3.97525654334065	0.000128046782867021	0.000440567744440768	0.371105594437227
215	FNDC4	1.56871583519732	0.748738821290541	-0.197940403490337	3.62189479691298	0.000449005541977405	0.00135368502507049	-0.811357710947171
9	ADAMTS13	0	0.785752009235189	0.0346382656817615	3.62563199088296	0.000443266836483739	0.0013430323553164	-0.799294582124138
